ff_id,name_en,name_es,equipment,confidence,score,edb_exerciseId,edb_name,gifUrl,alt1_name,alt1_score
ff_triceps_rope_pushdown,Rope Pushdown,Jalón de tríceps con cuerda,Cable,high,0.956,dU605di,cable pushdown (with rope attachment),https://static.exercisedb.dev/media/dU605di.gif,cable pushdown,0.8843
ff_triceps_v_bar_pushdown,V Bar Pushdown,Jalón de tríceps con barra V,Cable,high,0.956,gAwDzB3,cable triceps pushdown (v-bar),https://static.exercisedb.dev/media/gAwDzB3.gif,cable triceps pushdown (v-bar) (with arm blaster),0.956
ff_triceps_single_arm_cable_pushdown,Single Arm Cable Pushdown,Jalón unilateral de tríceps en polea,Cable,high,0.956,3ZflifB,cable pushdown,https://static.exercisedb.dev/media/3ZflifB.gif,cable triceps pushdown (v-bar) (with arm blaster),0.8665
ff_shoulders_cable_rear_delt_fly,Cable Rear Delt Fly,Apertura posterior en polea,Cable,high,0.9529,yUdIGNs,cable rear delt row (stirrups),https://static.exercisedb.dev/media/yUdIGNs.gif,cable rear delt row (with rope),0.9529
ff_back_australian_pull_up,Australian Pull Up,Dominada australiana,Bodyweight,high,0.94,lBDjFxJ,pull-up,https://static.exercisedb.dev/media/lBDjFxJ.gif,l-pull-up,0.9076
ff_chest_barbell_pullover,Barbell Pullover,Pullover con barra,Barbell,high,0.935,cA9FuWG,barbell bent arm pullover,https://static.exercisedb.dev/media/cA9FuWG.gif,barbell pullover,0.935
ff_chest_diamond_push_up,Diamond Push Up,Flexión diamante,Bodyweight,high,0.935,soIB2rj,diamond push-up,https://static.exercisedb.dev/media/soIB2rj.gif,push-up,0.8625
ff_shoulders_pike_push_up,Pike Push Up,Flexión pike,Bodyweight,high,0.935,XPUDTt7,pike-to-cobra push-up,https://static.exercisedb.dev/media/XPUDTt7.gif,push-up,0.935
ff_shoulders_handstand_push_up,Handstand Push Up,Flexión vertical de manos,Bodyweight,high,0.935,XooAdhl,handstand,https://static.exercisedb.dev/media/XooAdhl.gif,handstand push-up,0.935
ff_biceps_chin_up,Chin Up,Dominada supina,Bodyweight,high,0.935,T2mxWqc,chin-up,https://static.exercisedb.dev/media/T2mxWqc.gif,chin-ups (narrow parallel grip),0.935
ff_biceps_close_grip_chin_up,Close Grip Chin Up,Dominada supina cerrada,Bodyweight,high,0.935,VnfUNW7,close grip chin-up,https://static.exercisedb.dev/media/VnfUNW7.gif,close-grip push-up,0.9022
ff_shoulders_barbell_overhead_press,Barbell Overhead Press,Press militar con barra,Barbell,high,0.934,kTbSH9h,barbell seated overhead press,https://static.exercisedb.dev/media/kTbSH9h.gif,barbell skier,0.89
ff_legs_leg_press_machine,Leg Press Machine,Prensa de piernas,Machine,high,0.934,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,machine inner chest press,0.854
ff_calves_leg_press_calf_raise_machine,Leg Press Calf Raise Machine,Elevación de pantorrilla en prensa,Machine,high,0.934,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,lever calf press,0.8291
ff_legs_seated_leg_curl_machine,Seated Leg Curl Machine,Curl femoral sentado en máquina,Machine,high,0.9329,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,lever seated leg curl,0.8643
ff_chest_hex_dumbbell_press,Hex Dumbbell Press,Press hexagonal con mancuernas,Dumbbell,high,0.9313,SpYC0Kp,dumbbell bench press,https://static.exercisedb.dev/media/SpYC0Kp.gif,dumbbell lying hammer press,0.9313
ff_chest_standing_cable_chest_press,Standing Cable Chest Press,Press de pecho de pie en polea,Cable,high,0.9313,Pr9Rhf4,cable standing fly,https://static.exercisedb.dev/media/Pr9Rhf4.gif,cable bench press,0.8369
ff_back_t_bar_row,T Bar Row,Remo T-Bar,Barbell,high,0.9313,R5swFnc,cambered bar lying row,https://static.exercisedb.dev/media/R5swFnc.gif,ez bar reverse grip bent over row,0.8873
ff_glutes_single_leg_glute_bridge,Single Leg Glute Bridge,Puente de glúteo unilateral,Bodyweight,high,0.9175,rmEukuS,single leg bridge with outstretched leg,https://static.exercisedb.dev/media/rmEukuS.gif,single leg squat (pistol) male,0.8429
ff_legs_stiff_leg_deadlift,Stiff Leg Deadlift,Peso muerto piernas rígidas,Barbell,high,0.9167,kuMiR2T,band stiff leg deadlift,https://static.exercisedb.dev/media/kuMiR2T.gif,dumbbell stiff leg deadlift,0.9143
ff_legs_cossack_squat,Cossack Squat,Sentadilla Cossack,Bodyweight,high,0.9143,GWoKnIm,weighted cossack squats (male),https://static.exercisedb.dev/media/GWoKnIm.gif,jump squat,0.8125
ff_biceps_hammer_curl,Hammer Curl,Curl martillo con mancuernas,Dumbbell,high,0.906,fy7Tgy4,dumbbell alternate hammer preacher curl,https://static.exercisedb.dev/media/fy7Tgy4.gif,dumbbell cross body hammer curl,0.906
ff_biceps_rope_hammer_curl,Rope Hammer Curl,Curl martillo con cuerda en polea,Cable,high,0.906,HPlPoQA,cable hammer curl (with rope),https://static.exercisedb.dev/media/HPlPoQA.gif,cable rope hammer preacher curl,0.906
ff_calves_elevated_calf_raise,Elevated Calf Raise,Elevación de pantorrilla en escalón,Bodyweight,high,0.9052,u5ESqzH,donkey calf raise,https://static.exercisedb.dev/media/u5ESqzH.gif,weighted donkey calf raise,0.8268
ff_legs_air_squat,Air Squat,Sentadilla libre sin peso,Bodyweight,high,0.9029,QpXqiq8,suspended split squat,https://static.exercisedb.dev/media/QpXqiq8.gif,curtsey squat,0.89
ff_biceps_ring_curl,Ring Curl,Curl en anillas,Bodyweight,high,0.9029,sJFIDIp,biceps leg concentration curl,https://static.exercisedb.dev/media/sJFIDIp.gif,weighted standing curl,0.8659
ff_legs_pistol_squat,Pistol Squat,Sentadilla pistol,Bodyweight,high,0.9,QpXqiq8,suspended split squat,https://static.exercisedb.dev/media/QpXqiq8.gif,split squats,0.8804
ff_triceps_single_arm_overhead_dumbbell_extension,Single Arm Overhead Dumbbell Extension,Extensión unilateral sobre cabeza con mancuerna,Dumbbell,high,0.8971,6MfS53i,dumbbell lying single extension,https://static.exercisedb.dev/media/6MfS53i.gif,dumbbell single arm overhead carry,0.8389
ff_legs_v_squat_machine,V Squat Machine,V-Squat en máquina,Machine,high,0.8947,IeDEXTe,lever seated squat calf raise on leg press machine,https://static.exercisedb.dev/media/IeDEXTe.gif,machine inner chest press,0.7273
ff_calves_single_leg_calf_raise,Single Leg Calf Raise,Elevación unilateral de pantorrilla,Bodyweight,high,0.8929,9JprnPh,band single leg calf raise,https://static.exercisedb.dev/media/9JprnPh.gif,band single leg reverse calf raise,0.8489
ff_chest_incline_chest_press_machine,Incline Chest Press Machine,Press inclinado en máquina,Machine,high,0.8917,wDN97Ca,machine inner chest press,https://static.exercisedb.dev/media/wDN97Ca.gif,lever incline chest press,0.881
ff_shoulders_machine_lateral_raise,Machine Lateral Raise,Elevación lateral en máquina,Machine,high,0.8913,dRTfGZT,lever lateral raise,https://static.exercisedb.dev/media/dRTfGZT.gif,landmine lateral raise,0.7406
ff_back_deadlift,Deadlift,Peso muerto,Barbell,high,0.891,ila4NZS,barbell deadlift,https://static.exercisedb.dev/media/ila4NZS.gif,barbell straight leg deadlift,0.891
ff_back_romanian_deadlift,Romanian Deadlift,Peso muerto rumano,Barbell,high,0.891,wQ2c4XD,barbell romanian deadlift,https://static.exercisedb.dev/media/wQ2c4XD.gif,dumbbell romanian deadlift,0.8493
ff_triceps_overhead_dumbbell_extension,Overhead Dumbbell Extension,Extensión sobre cabeza con mancuerna,Dumbbell,high,0.89,XalXcvM,dumbbell forward lunge triceps extension,https://static.exercisedb.dev/media/XalXcvM.gif,dumbbell lying extension (across face),0.89
ff_glutes_cable_kickback,Cable Kickback,Patada de glúteo en polea,Cable,high,0.8895,HEJ6DIX,cable kickback,https://static.exercisedb.dev/media/HEJ6DIX.gif,cable two arm tricep kickback,0.8895
ff_triceps_parallel_bar_dip,Parallel Bar Dip,Fondos en paralelas,Bodyweight,high,0.8857,K1vlode,weighted triceps dip on high parallel bars,https://static.exercisedb.dev/media/K1vlode.gif,ring dips,0.8429
ff_chest_decline_chest_press_machine,Decline Chest Press Machine,Press declinado en máquina,Machine,high,0.881,vsVoPHt,lever decline chest press,https://static.exercisedb.dev/media/vsVoPHt.gif,machine inner chest press,0.8705
ff_calves_standing_calf_raise_machine,Standing Calf Raise Machine,Elevación de pantorrilla de pie en máquina,Machine,high,0.881,ykUOVze,lever standing calf raise,https://static.exercisedb.dev/media/ykUOVze.gif,smith standing leg calf raise,0.7788
ff_glutes_dumbbell_hip_thrust,Dumbbell Hip Thrust,Hip thrust con mancuerna,Dumbbell,high,0.8804,7Hg55JG,dumbbell clean,https://static.exercisedb.dev/media/7Hg55JG.gif,dumbbell lunge,0.8804
ff_triceps_machine_dip,Machine Dip,Fondos en máquina,Machine,high,0.88,wDN97Ca,machine inner chest press,https://static.exercisedb.dev/media/wDN97Ca.gif,smith machine bicep curl,0.8094
ff_calves_donkey_calf_raise_machine,Donkey Calf Raise Machine,Elevación burro en máquina,Machine,high,0.8735,C9LuR4A,lever donkey calf raise,https://static.exercisedb.dev/media/C9LuR4A.gif,lever seated squat calf raise on leg press machine,0.8445
ff_triceps_triceps_extension_machine,Triceps Extension Machine,Extensión de tríceps en máquina,Machine,high,0.8735,Ser9eQp,lever triceps extension,https://static.exercisedb.dev/media/Ser9eQp.gif,smith machine incline tricep extension,0.7477
ff_calves_smith_machine_calf_raise,Smith Machine Calf Raise,Elevación de pantorrilla en Smith,Smith Machine,high,0.8714,Y4QlY8z,smith toe raise,https://static.exercisedb.dev/media/Y4QlY8z.gif,smith standing leg calf raise,0.78
ff_back_assisted_chin_up_machine,Assisted Chin Up Machine,Chin up asistido en máquina,Machine,high,0.8692,MaMuGH6,lever assisted chin-up,https://static.exercisedb.dev/media/MaMuGH6.gif,assisted pull-up,0.8541
ff_glutes_barbell_hip_thrust,Barbell Hip Thrust,Hip thrust con barra,Barbell,high,0.869,t8iSghb,barbell lunge,https://static.exercisedb.dev/media/t8iSghb.gif,barbell lying lifting (on hip),0.8672
ff_back_single_arm_dumbbell_row,Single Arm Dumbbell Row,Remo con mancuerna a una mano,Dumbbell,high,0.8683,mWBtgmb,dumbbell single arm overhead carry,https://static.exercisedb.dev/media/mWBtgmb.gif,dumbbell one arm bent-over row,0.8133
